radio,mcc,net,area,cell,unit,lon,lat,range_,samples,changeable,created,updated,averagesig,county,subcounty,ward
UMTS,639,2,48051,137671581,0,34.648818969727,-0.37010192871094,1000,1,1,1463983678,1463959803,0,Homa Bay,Karachuonyo Sub County,Kendu Bay Town Ward
UMTS,639,2,58031,78669366,0,36.891403198242,-1.2984466552734,1000,3,1,1463983678,1484988367,0,Nairobi,Embakasi East Sub County,Lower Savanna Ward
UMTS,639,2,33813,98490984,0,36.836471557617,-1.3149261474609,1000,2,1,1463983678,1478087544,0,Nairobi,Starehe  Sub County,Nairobi South Ward
UMTS,639,2,48051,137685422,0,34.648132,-0.370789,1000,2,1,1463983678,1470658908,0,Homa Bay,Karachuonyo Sub County,Kendu Bay Town Ward
UMTS,639,2,46771,137668610,0,34.756622,-0.102997,1000,2,1,1463983678,1470658908,0,Kisumu,Kisumu Central Sub County,Market Milimani Ward
UMTS,639,2,48051,137678311,0,34.891891479492,-0.44700622558594,1000,1,1,1463983678,1463959803,0,Homa Bay,Kabondo Kasipul Sub County,Kabondo West Ward
UMTS,639,2,38929,98356500,0,36.940841674805,-1.3932037353516,1000,1,1,1463983678,1463959803,0,Machakos,Athi River Sub County,Syokimau-mulolongo Ward
UMTS,639,2,34069,98479277,0,36.831436,-1.305313,1000,3,1,1463983678,1478087550,0,Nairobi,Starehe  Sub County,Landimawe Ward
UMTS,639,2,38929,98356852,0,36.940841674805,-1.3932037353516,1000,1,1,1463983678,1463959803,0,Machakos,Athi River Sub County,Syokimau-mulolongo Ward
UMTS,639,2,38929,98356856,0,36.94221496582,-1.3959503173828,1000,1,1,1463983678,1463959803,0,Machakos,Athi River Sub County,Syokimau-mulolongo Ward
UMTS,639,2,4505,72145094,0,36.918411,-1.222,1288,3,1,1463983678,1479709238,0,Nairobi,Kasarani  Sub County,Clay City
UMTS,639,2,34069,98487054,0,36.836472,-1.311493,1000,2,1,1463983678,1474923424,0,Nairobi,Starehe  Sub County,Nairobi South Ward
UMTS,639,2,58031,78689360,0,36.894149780273,-1.2998199462891,1000,1,1,1463983678,1463959803,0,Nairobi,Embakasi East Sub County,Lower Savanna Ward
UMTS,639,2,34069,98491486,0,36.857758,-1.307716,1000,4,1,1463983678,1490018535,0,Nairobi,Makadara  Sub County,Viwandani Ward
UMTS,639,2,34069,98476056,0,36.858444213867,-1.3080596923828,1000,1,1,1463983678,1463959803,0,Nairobi,Makadara  Sub County,Viwandani Ward
GSM,639,2,75,14973,0,36.857070922852,-1.2847137451172,1000,1,1,1463983723,1463963371,0,Nairobi,Kamukunji  Sub County,Eastleigh South Ward
GSM,639,2,75,39924,0,36.857070922852,-1.2847137451172,1000,1,1,1463983723,1463963371,0,Nairobi,Kamukunji  Sub County,Eastleigh South Ward
GSM,639,2,75,44942,0,36.858444213867,-1.2847137451172,1000,1,1,1463983723,1463963371,0,Nairobi,Kamukunji  Sub County,Eastleigh South Ward
GSM,639,3,75,39924,0,36.85936,-1.285629,1000,9,1,1463983723,1491363253,0,Nairobi,Kamukunji  Sub County,Eastleigh South Ward
GSM,639,2,75,39986,0,36.858444213867,-1.2847137451172,1000,1,1,1463983723,1463963371,0,Nairobi,Kamukunji  Sub County,Eastleigh South Ward
GSM,639,2,75,64942,0,36.857070922852,-1.2847137451172,1000,1,1,1463983723,1463963371,0,Nairobi,Kamukunji  Sub County,Eastleigh South Ward
GSM,639,3,75,54942,0,36.855183,-1.282825,1000,8,1,1463983724,1489457319,0,Nairobi,Kamukunji  Sub County,Airbase Ward
GSM,639,2,80,39782,0,36.830978393555,-1.2833404541016,1000,1,1,1463983723,1463963371,0,Nairobi,Starehe  Sub County,Nairobi Central Ward
GSM,639,2,80,14981,0,36.830978393555,-1.2833404541016,1000,1,1,1463983723,1463963371,0,Nairobi,Starehe  Sub County,Nairobi Central Ward
GSM,639,2,80,19846,0,36.830978393555,-1.2833404541016,1000,1,1,1463983723,1463963371,0,Nairobi,Starehe  Sub County,Nairobi Central Ward
GSM,639,2,5073,1711,0,34.103165,0.460052,1000,12,1,1463983723,1490870328,0,Busia,Matayos Sub County,Burumba Ward
GSM,639,3,75,39986,0,36.862564,-1.284714,1000,4,1,1463983724,1487490783,0,Nairobi,Makadara  Sub County,Maringo/hamza Ward
GSM,639,2,80,29817,0,36.857070922852,-1.2847137451172,1000,1,1,1463983723,1463963371,0,Nairobi,Kamukunji  Sub County,Eastleigh South Ward
GSM,639,3,75,14973,0,36.857986,-1.285629,1000,6,1,1463983723,1489457319,0,Nairobi,Kamukunji  Sub County,Eastleigh South Ward
GSM,639,2,75,54942,0,36.857070922852,-1.2847137451172,1000,1,1,1463983723,1463963371,0,Nairobi,Kamukunji  Sub County,Eastleigh South Ward
UMTS,639,2,5503,150844958,0,35.126528,0.133504,2433,7,1,1463582233,1491442183,0,NANDI,Aldai Sub County,Kaptumo/kaboi Ward
UMTS,639,2,5503,150844956,0,35.143204,0.161705,3889,4,1,1463582224,1481510430,0,NANDI,Emgwen Sub County,Kilibwoni Ward
UMTS,639,2,5500,150846522,0,35.25032043457,0.52803039550781,1000,2,1,1463590352,1463570547,0,Uasin Gishu,Turbo Sub County,Huruma Ward
UMTS,639,2,5515,72474381,0,36.676647,-1.248812,1000,21,1,1464357427,1492085974,0,Kiambu,Kikuyu Sub County,Kinoo
UMTS,639,3,378,469755,0,36.788406,-1.253565,1000,44,1,1464378921,1489876909,0,Nairobi,Westlands  Sub County,Parklands/highridge Ward
UMTS,639,2,46006,137665854,0,34.762115,-0.081711,1000,2,1,1464381822,1464782723,0,Kisumu,Kisumu Central Sub County,Railways Ward
GSM,639,2,5126,545,0,34.775161743164,-0.074844360351562,1000,2,1,1464381877,1488861626,0,Kisumu,Kisumu Central Sub County,Railways Ward
GSM,639,2,5126,146,0,34.775554,-0.079945,1000,7,1,1464381877,1489789489,0,Kisumu,Kisumu Central Sub County,Migosi Ward
GSM,639,2,5126,540,0,34.775848,-0.072098,1000,6,1,1464381877,1489641261,0,Kisumu,Kisumu Central Sub County,Migosi Ward
GSM,639,2,5126,144,0,34.774887,-0.081985,1000,5,1,1464381877,1488861626,0,Kisumu,Kisumu Central Sub County,Railways Ward
GSM,639,2,5126,142,0,34.77562,-0.07988,1000,6,1,1464381877,1489789489,0,Kisumu,Kisumu Central Sub County,Migosi Ward
UMTS,639,2,2550,262519690,0,37.323989868164,-1.2503814697266,1000,1,1,1464383634,1464143253,0,Machakos,Matungulu Sub County,Tala Ward
GSM,639,2,2076,8676,0,37.756576538086,-1.0704803466797,1000,1,1,1464383724,1464142179,0,Machakos,Masinga Sub County,Kivaa Ward
GSM,639,2,2075,4142,0,37.756576538086,-1.0704803466797,1000,2,1,1464383724,1492411408,0,Machakos,Masinga Sub County,Kivaa Ward
GSM,639,2,2076,8672,0,37.75795,-1.073227,1000,2,1,1464383724,1468275509,0,Machakos,Masinga Sub County,Kivaa Ward
GSM,639,7,11102,692,0,36.896896,-1.239243,1000,9,1,1464384404,1481759402,0,Nairobi,Ruaraka  Sub County,Lucky Summer Ward
GSM,639,7,11102,3486,0,36.899643,-1.238708,1000,6,1,1464384404,1480756561,0,Nairobi,Ruaraka  Sub County,Lucky Summer Ward
GSM,639,7,11102,3976,0,36.902978,-1.23351,1242,7,1,1464384404,1481759402,0,Nairobi,Kasarani  Sub County,Kasarani Ward
GSM,639,7,11102,694,0,36.898145,-1.239395,1000,11,1,1464384404,1483596810,0,Nairobi,Ruaraka  Sub County,Lucky Summer Ward
UMTS,639,2,2518,262454904,0,37.68928527832,-0.11329650878906,1000,1,1,1464384878,1464145262,0,MERU,Imenti South Sub County,Abogeta east Ward
UMTS,639,2,2506,262188611,0,37.586288452148,0.35499572753906,1000,1,1,1464384878,1464145303,0,ISIOLO,Isiolo Sub County,WABERA
UMTS,639,2,2518,262450376,0,37.687911987305,-0.11329650878906,1000,1,1,1464384878,1464145262,0,MERU,Imenti South Sub County,Abogeta east Ward
UMTS,639,2,2506,262189894,0,37.60139465332,0.35362243652344,1000,1,1,1464384878,1464145262,0,ISIOLO,Isiolo Sub County,WABERA
GSM,639,2,5105,501,0,34.563674926758,-0.029525756835938,1000,1,1,1464384936,1464146697,0,Vihiga,Luanda Sub County,Luanda South Ward
GSM,639,2,5119,2102,0,34.566421508789,0.14350891113281,1000,1,1,1464384937,1464146615,0,Kakamega,Khwisero Sub County,Kisa Central Ward
GSM,639,2,5119,5132,0,34.516983032227,0.14350891113281,1000,1,1,1464384937,1464146615,0,Kakamega,Khwisero Sub County,Kisa West Ward
GSM,639,2,5119,905,0,34.559555,0.186768,4202,2,1,1464384936,1464328095,0,Kakamega,Butere Sub County,Marama North Ward
GSM,639,2,5105,5345,0,34.521102905273,-0.052871704101562,1000,1,1,1464384936,1464146697,0,Kisumu,Seme Sub County,North Seme Ward
GSM,639,2,5119,5135,0,34.521102905273,0.14213562011719,1000,1,1,1464384937,1464146615,0,Kakamega,Khwisero Sub County,Kisa West Ward
GSM,639,2,5119,5130,0,34.521102905273,0.14488220214844,1000,1,1,1464384937,1464146615,0,Kakamega,Khwisero Sub County,Kisa West Ward
GSM,639,7,14207,1552,0,34.593887329102,0.17234802246094,1000,1,1,1464384937,1464146656,0,Kakamega,Khwisero Sub County,Kisa Central Ward
GSM,639,2,14207,1132,0,34.536209106445,0.14076232910156,1000,1,1,1464384937,1464146615,0,Kakamega,Khwisero Sub County,Kisa Central Ward
GSM,639,2,5078,5480,0,34.521102905273,-0.052871704101562,1000,1,1,1464384936,1464146697,0,Kisumu,Seme Sub County,North Seme Ward
GSM,639,2,5078,2895,0,34.529342651367,-0.052871704101562,1000,1,1,1464384936,1464146697,0,Kisumu,Seme Sub County,North Seme Ward
GSM,639,2,5105,506,0,34.555435180664,-0.036392211914062,1000,1,1,1464384936,1464146697,0,Kisumu,Seme Sub County,North Seme Ward
GSM,639,2,5105,502,0,34.563674926758,-0.029525756835938,1000,1,1,1464384936,1464146697,0,Vihiga,Luanda Sub County,Luanda South Ward
GSM,639,7,14207,1041,0,34.573287963867,0.077590942382812,1000,1,1,1464384937,1464146697,0,Vihiga,Emuhaya Sub County,West Bunyore Ward
GSM,639,2,5119,660,0,34.574661,0.119247,1000,3,1,1464384936,1464673753,0,Kakamega,Khwisero Sub County,Kisa Central Ward
GSM,639,2,5119,5131,0,34.522476196289,0.14350891113281,1000,1,1,1464384937,1464146615,0,Kakamega,Khwisero Sub County,Kisa West Ward
GSM,639,2,5119,2104,0,34.547024,0.246334,11231,8,1,1464384937,1472609464,0,Kakamega,Butere Sub County,Marama West Ward
GSM,639,2,5119,5134,0,34.51767,0.164108,2302,2,1,1464384937,1464328095,0,Kakamega,Butere Sub County,Marenyo-shianda Ward
GSM,639,7,14207,1551,0,34.679031,0.278778,15155,6,1,1464384937,1490279397,0,Kakamega,Lurambi Sub County,Butsotso Central Ward
GSM,639,2,5119,5136,0,34.516983032227,0.14350891113281,1000,1,1,1464384937,1464146615,0,Kakamega,Khwisero Sub County,Kisa West Ward
GSM,639,7,14207,1043,0,34.574661254883,0.076217651367188,1000,1,1,1464384937,1464146697,0,Vihiga,Emuhaya Sub County,West Bunyore Ward
GSM,639,2,5119,2106,0,34.552688598633,0.14350891113281,1000,1,1,1464384937,1464146615,0,Kakamega,Khwisero Sub County,Kisa Central Ward
GSM,639,2,5119,2085,0,34.545822143555,0.15312194824219,1000,1,1,1464384937,1464146615,0,Kakamega,Khwisero Sub County,Kisa Central Ward
GSM,639,2,5105,505,0,34.578781,-0.066605,4322,2,1,1464384936,1473299232,0,Kisumu,Seme Sub County,East Seme Ward
GSM,639,2,5105,5006,0,34.55680847168,-0.035018920898438,1000,1,1,1464384936,1464146697,0,Kisumu,Seme Sub County,North Seme Ward
GSM,639,2,5105,5002,0,34.54719543457,-0.043258666992188,1000,1,1,1464384936,1464146697,0,Kisumu,Seme Sub County,North Seme Ward
GSM,639,2,5119,2100,0,34.56916809082,0.15037536621094,1000,1,1,1464384937,1464146615,0,Kakamega,Khwisero Sub County,Kisa Central Ward
GSM,639,7,14207,1021,0,34.570541381836,0.083084106445312,1000,1,1,1464384937,1464146697,0,Vihiga,Emuhaya Sub County,West Bunyore Ward
UMTS,639,2,5550,163895500,0,35.277786254883,-0.35911560058594,1000,1,1,1464385153,1464149813,0,KERICHO,Ainamoi Sub County,Kapkugerwet Ward
UMTS,639,2,4505,72142095,0,36.921615600586,-1.2366485595703,1000,2,1,1464386107,1464334328,0,Nairobi,Kasarani  Sub County,Mwiki Ward
UMTS,639,3,377,449767,0,36.718369,-1.318588,1000,6,1,1464386108,1486788525,0,Nairobi,Langata  Sub County,Karen Ward
UMTS,639,2,4505,72134214,0,36.92024230957,-1.2325286865234,1000,1,1,1464386107,1464152355,0,Nairobi,Kasarani  Sub County,Clay City
UMTS,639,2,4506,72112980,0,36.922989,-1.241684,1000,3,1,1464386107,1466150698,0,Nairobi,Kasarani  Sub County,Njiru Ward
UMTS,639,2,4505,72142094,0,36.921615600586,-1.2366485595703,1000,2,1,1464386107,1464334328,0,Nairobi,Kasarani  Sub County,Mwiki Ward
UMTS,639,2,4506,72135620,0,36.92024230957,-1.2407684326172,1000,4,1,1464386107,1466150698,0,Nairobi,Kasarani  Sub County,Mwiki Ward
GSM,639,2,4108,5136,0,36.792526245117,-1.3204193115234,1000,1,1,1464386205,1464150920,0,Nairobi,Langata  Sub County,Mugumo-ini Ward
GSM,639,3,75,19545,0,36.917953,-1.243057,1230,3,1,1464386205,1473514452,0,Nairobi,Embakasi North Sub County,Dandora Area Iii Ward
UMTS,639,7,1001,19757699,0,36.812668,-1.287003,1000,3,1,1464388268,1484793606,0,Nairobi,Dagoretti North Sub County,Kilimani Ward
UMTS,639,7,1001,19757492,0,36.791152954102,-1.2998199462891,1000,1,1,1464388267,1464159120,0,Nairobi,Kibra  Sub County,Woodley/kenyatta Golf Course Ward
UMTS,639,7,1001,19750677,0,36.799392700195,-1.2984466552734,1000,1,1,1464388267,1464159120,0,Nairobi,Dagoretti North Sub County,Kilimani Ward
UMTS,639,7,1001,19756722,0,36.81037902832,-1.2915802001953,1000,1,1,1464388267,1464159161,0,Nairobi,Dagoretti North Sub County,Kilimani Ward
UMTS,639,7,1001,19757642,0,36.791152954102,-1.2448883056641,1000,1,1,1464388268,1464159079,0,Nairobi,Westlands  Sub County,Kitisuru Ward
UMTS,639,7,1001,19757639,0,36.791152954102,-1.2448883056641,1000,1,1,1464388268,1464159120,0,Nairobi,Westlands  Sub County,Kitisuru Ward
UMTS,639,7,1001,19757698,0,36.813125610352,-1.2888336181641,1000,5,1,1464388268,1485342882,0,Nairobi,Dagoretti North Sub County,Kilimani Ward
UMTS,639,7,1001,19758449,0,36.748580932617,-1.2517547607422,1000,1,1,1464388269,1464159079,0,Nairobi,Westlands  Sub County,Kitisuru Ward
UMTS,639,7,2002,19736529,0,34.757308959961,-0.10643005371094,1000,1,1,1464388270,1464159079,0,Kisumu,Kisumu Central Sub County,Market Milimani Ward
UMTS,639,7,1001,19757781,0,36.824111938477,-1.2888336181641,1000,1,1,1464388268,1464159202,0,Nairobi,Starehe  Sub County,Nairobi Central Ward
UMTS,639,7,4005,19786720,0,36.089401245117,-0.28221130371094,1000,2,1,1464388271,1483541512,0,Nakuru,Nakuru West  Sub County,London Ward
UMTS,639,7,1001,19757638,0,36.791152954102,-1.2448883056641,1000,1,1,1464388267,1464159120,0,Nairobi,Westlands  Sub County,Kitisuru Ward
UMTS,639,7,1001,19757700,0,36.815872192383,-1.2874603271484,1000,2,1,1464388268,1481985054,0,Nairobi,Dagoretti North Sub County,Kilimani Ward
UMTS,639,7,4005,19786569,0,36.072922,-0.282898,1000,2,1,1464388271,1483541512,0,Nakuru,Nakuru East  Sub County,Biashara Ward
UMTS,639,7,1001,19760952,0,36.796646118164,-1.2943267822266,1000,2,1,1464388269,1481985084,0,Nairobi,Dagoretti North Sub County,Kilimani Ward
UMTS,639,7,1001,19761891,0,36.738967895508,-1.2943267822266,1000,1,1,1464388270,1464159120,0,Nairobi,Dagoretti South Sub County,Riruta Ward
UMTS,639,7,1001,19761650,0,36.794586,-1.29364,1000,2,1,1464388270,1481985084,0,Nairobi,Dagoretti North Sub County,Kilimani Ward
UMTS,639,7,4005,19786717,0,36.089401245117,-0.28221130371094,1000,1,1,1464388271,1464159161,0,Nakuru,Nakuru West  Sub County,London Ward
UMTS,639,7,1001,19756710,0,36.802826,-1.263428,1000,2,1,1464388267,1472727643,0,Nairobi,Westlands  Sub County,Parklands/highridge Ward
UMTS,639,7,1001,19758791,0,36.78154,-1.291122,1000,3,1,1464388269,1483541512,0,Nairobi,Dagoretti North Sub County,Kilimani Ward
UMTS,639,7,4005,19786379,0,36.087341,-0.282898,1000,2,1,1464388271,1483541512,0,Nakuru,Nakuru West  Sub County,London Ward
UMTS,639,7,1001,19760930,0,36.733474731445,-1.2517547607422,1000,1,1,1464388269,1464159079,0,Nairobi,Westlands  Sub County,Kitisuru Ward
GSM,639,7,11101,1944,0,36.76918,-1.28746,1838,9,1,1464388446,1483777674,0,Nairobi,Dagoretti North Sub County,Kilimani Ward
GSM,639,7,14106,143,0,35.995331,-0.258865,1000,2,1,1464388447,1483541518,0,Nakuru,Rongai  Sub County,Menengai West Ward
GSM,639,7,14106,142,0,36.015701,-0.263443,2247,3,1,1464388447,1483541518,0,Nakuru,Rongai  Sub County,Menengai West Ward
GSM,639,7,14106,5711,0,35.946578979492,-0.24650573730469,1000,2,1,1464388447,1483541518,0,Nakuru,Rongai  Sub County,Mosop Ward
GSM,639,7,14308,1052,0,35.946578979492,-0.24650573730469,1000,1,1,1464388448,1464159038,0,Nakuru,Rongai  Sub County,Mosop Ward
GSM,639,7,14106,5701,0,36.001854,-0.258179,1000,4,1,1464388447,1483541518,0,Nakuru,Rongai  Sub County,Menengai West Ward
GSM,639,7,14106,5712,0,35.944519,-0.245819,1000,2,1,1464388447,1483541518,0,Nakuru,Rongai  Sub County,Menengai West Ward
LTE,639,2,13007,7734022,0,37.075424,0.015106,1000,4,1,1464389444,1489212345,0,LAIKIPIA,Laikipia East Sub County,Nanyuki Ward
UMTS,639,2,5506,33602233,0,36.899642944336,-1.2380218505859,1000,1,1,1464389673,1464162769,0,Nairobi,Ruaraka  Sub County,Lucky Summer Ward
UMTS,639,2,5506,33602234,0,36.899642944336,-1.2393951416016,1000,1,1,1464389673,1464162769,0,Nairobi,Ruaraka  Sub County,Lucky Summer Ward
GSM,639,7,11102,5054,0,36.897049,-1.2397,1000,9,1,1464389826,1481759402,0,Nairobi,Ruaraka  Sub County,Lucky Summer Ward
GSM,639,2,4521,2214,0,36.817245483398,-1.2709808349609,1000,1,1,1464390893,1464170847,0,Nairobi,Starehe  Sub County,Ngara Ward Ward
GSM,639,2,5078,5481,0,34.617691,-0.14122,10182,3,1,1464392548,1490159781,0,Kisumu,Kisumu West Sub County,South West Kisumu Ward
UMTS,639,2,46006,22228,0,34.650192260742,-0.088577270507812,1000,1,1,1464392909,1464177592,0,Kisumu,Kisumu West Sub County,South West Kisumu Ward
UMTS,639,2,46006,137665851,0,34.758339,-0.088577,1000,4,1,1464392909,1492472175,0,Kisumu,Kisumu Central Sub County,Railways Ward
UMTS,639,2,46006,137671476,0,34.626846313477,-0.10505676269531,1000,1,1,1464392909,1464177592,0,Kisumu,Kisumu West Sub County,South West Kisumu Ward
UMTS,639,2,46016,137737477,0,34.451065063477,-0.10231018066406,1000,1,1,1464392910,1464177592,0,Kisumu,Seme Sub County,West Seme Ward
UMTS,639,2,46006,369269,0,34.633712768555,-0.10231018066406,1000,1,1,1464392909,1464177592,0,Kisumu,Kisumu West Sub County,South West Kisumu Ward
UMTS,639,2,46016,137736618,0,34.457931518555,-0.12290954589844,1000,1,1,1464392910,1464177592,0,Kisumu,Seme Sub County,West Seme Ward
UMTS,639,2,5504,34524898,0,36.278915405273,-0.79582214355469,1000,1,1,1464394272,1464184972,0,Nakuru,Naivasha  Sub County,Maeilla Ward
UMTS,639,2,56751,33517320,0,36.895523071289,-1.3259124755859,1000,1,1,1464406064,1464220667,0,Nairobi,Embakasi South Sub County,Pipeline Ward
UMTS,639,2,34069,98482373,0,36.890029907227,-1.3300323486328,1000,2,1,1464406064,1477881734,0,Nairobi,Embakasi South Sub County,Imara Daima Ward
UMTS,639,2,46771,137668425,0,34.804000854492,-0.14625549316406,1000,1,1,1464406064,1464220667,0,Kisumu,Kisumu East Sub County,Kolwa East Ward
UMTS,639,2,34069,98482376,0,36.894149780273,-1.3272857666016,1000,1,1,1464406064,1464220626,0,Nairobi,Embakasi South Sub County,Kwa Njenga Ward
UMTS,639,2,46771,137665915,0,34.804000854492,-0.14625549316406,1000,1,1,1464406064,1464220667,0,Kisumu,Kisumu East Sub County,Kolwa East Ward
UMTS,639,2,46771,137670965,0,34.805374145508,-0.14625549316406,1000,1,1,1464406064,1464220667,0,Kisumu,Kisumu East Sub County,Kolwa East Ward
UMTS,639,2,46771,137668421,0,34.81086730957,-0.15037536621094,1000,1,1,1464406064,1464220667,0,Kisumu,Nyando Sub County,Kobura Ward
UMTS,639,2,4506,72140176,0,36.912689,-1.243515,1000,2,1,1464408410,1464317435,0,Nairobi,Embakasi North Sub County,Dandora Area Iii Ward
UMTS,639,2,4506,72132940,0,36.906853,-1.243515,1000,4,1,1464408410,1464667726,0,Nairobi,Embakasi North Sub County,Dandora Area Iii Ward
UMTS,639,2,4506,72132942,0,36.905136108398,-1.2421417236328,1000,1,1,1464408410,1464228294,0,Nairobi,Embakasi North Sub County,Dandora Area Iv Ward
UMTS,639,2,4506,72112981,0,36.90788269043,-1.2435150146484,1000,1,1,1464408410,1464228294,0,Nairobi,Embakasi North Sub County,Dandora Area Iii Ward
UMTS,639,2,4506,72110294,0,36.903763,-1.244431,1000,6,1,1464408410,1468820126,0,Nairobi,Embakasi North Sub County,Dandora Area Iv Ward
UMTS,639,2,4506,72132946,0,36.905136108398,-1.2421417236328,1000,1,1,1464408410,1464228294,0,Nairobi,Embakasi North Sub County,Dandora Area Iv Ward
UMTS,639,2,4513,34529646,0,36.643524,0.089264,2987,2,1,1464408410,1488588128,0,LAIKIPIA,Laikipia West Sub County,Salama Ward
GSM,639,2,4063,694,0,36.908798,-1.243057,1000,3,1,1464408460,1464660521,0,Nairobi,Embakasi North Sub County,Dandora Area Iv Ward
GSM,639,2,4063,3386,0,36.90834,-1.243057,1000,3,1,1464408461,1464660515,0,Nairobi,Embakasi North Sub County,Dandora Area Iv Ward
GSM,639,2,4063,3385,0,36.908798,-1.243057,1000,3,1,1464408461,1464660521,0,Nairobi,Embakasi North Sub County,Dandora Area Iv Ward
GSM,639,2,4085,6021,0,36.913719,-1.243172,1000,4,1,1464408461,1464660515,0,Nairobi,Embakasi North Sub County,Dandora Area Iii Ward
GSM,639,3,79,31406,0,36.778793334961,-1.0581207275391,1000,1,1,1464408461,1464228909,0,Kiambu,Githunguri Sub County,Githunguri Ward
UMTS,639,2,4505,72146144,0,36.929855,-1.219482,1000,2,1,1464409658,1467092664,0,Kiambu,Ruiru Sub County,Mwiki Ward
UMTS,639,3,303,369203,0,35.925293,-0.314484,1404,2,1,1464410883,1479735110,0,Nakuru,Njoro  Sub County,Njoro Ward
UMTS,639,3,303,368296,0,35.936279,-0.243073,1000,2,1,1464410883,1486634141,0,Nakuru,Rongai  Sub County,Menengai West Ward
UMTS,639,3,303,368295,0,35.917739868164,-0.30006408691406,1000,1,1,1464410883,1464234403,0,Nakuru,Njoro  Sub County,Njoro Ward
UMTS,639,3,303,368299,0,35.901260375977,-0.23139953613281,1000,1,1,1464410883,1464234444,0,Nakuru,Rongai  Sub County,Visoi Ward
UMTS,639,3,303,368292,0,35.91911315918,-0.30830383300781,1000,1,1,1464410883,1464234403,0,Nakuru,Njoro  Sub County,Njoro Ward
UMTS,639,2,5551,163892840,0,34.775848,-0.758743,1000,2,1,1464412033,1466389590,0,Kisii,Bobasi Sub County,Bobasi Chache Ward
UMTS,639,2,5551,163897880,0,34.779281616211,-0.79170227050781,1000,1,1,1464412033,1464237437,0,Kisii,Bobasi Sub County,Sameta Mokwerero Ward
UMTS,639,2,5500,150846612,0,35.295639038086,0.50743103027344,1000,1,1,1464413342,1464242358,0,Uasin Gishu,Ainabkoi Sub County,Kapsoya Ward
GSM,639,2,4085,10575,0,36.911545,-1.243973,1000,3,1,1464415781,1464660515,0,Nairobi,Embakasi North Sub County,Dandora Area Iii Ward
GSM,639,2,2165,3925,0,37.65495300293,0.063858032226562,1000,2,1,1464419818,1464414489,0,MERU,Imenti North Sub County,Nyaki west Ward
LTE,639,2,10010,2945540,0,36.81999206543,-1.1597442626953,1000,1,1,1464420132,1464259373,0,Kiambu,Kiambu Town Sub County,Ndumberi Ward
UMTS,639,2,46006,137668844,0,34.765548706055,-0.081710815429688,1000,1,1,1464420332,1464259373,0,Kisumu,Kisumu Central Sub County,Railways Ward
UMTS,639,2,2518,262451328,0,37.656326293945,0.063858032226562,1000,1,1,1464420332,1464258758,0,MERU,Imenti North Sub County,Nyaki west Ward
UMTS,639,2,5509,98478882,0,36.866683959961,-1.3162994384766,1000,1,1,1464420621,1464263418,0,Nairobi,Embakasi South Sub County,Imara Daima Ward
GSM,639,2,34,41403,0,40.94123840332,1.6939544677734,1000,6,1,1464421627,1468193748,0,WAJIR,Wajir East Sub County,Khorof/Harar Ward
LTE,639,2,14002,5438725,0,36.03344,-0.280495,1000,4,1,1458569812,1489678737,0,Nakuru,Nakuru West  Sub County,London Ward
GSM,639,2,2102,192,0,36.997147,-0.398026,1000,3,1,1464424014,1483232336,0,NYERI,Nyeri Central Sub County,Kiganjo/mathari Ward
GSM,639,2,2100,6500,0,36.971054,-0.420456,11303,3,1,1464424014,1472397105,0,NYERI,Nyeri Central Sub County,Gatitu/muruguru Ward
GSM,639,2,2102,2386,0,36.97998,-0.410385,5376,6,1,1464424015,1482383522,0,NYERI,Nyeri Central Sub County,Gatitu/muruguru Ward
GSM,639,2,2102,195,0,37.001953,-0.391388,1000,2,1,1464424014,1467469750,0,NYERI,Nyeri Central Sub County,Kiganjo/mathari Ward
GSM,639,2,2158,9250,0,36.888657,-0.278091,1000,2,1,1464424019,1470809673,0,NYERI,Kieni West Sub County,Mwiyogo/endarasha Ward
GSM,639,2,2103,180,0,36.886597,-0.276031,1063,4,1,1464424016,1473906102,0,NYERI,Kieni West Sub County,Mwiyogo/endarasha Ward
GSM,639,2,2103,2032,0,36.690445,-0.11879,3171,3,1,1464424017,1470809673,0,LAIKIPIA,Laikipia East Sub County,Ngobit Ward
GSM,639,2,2102,6432,0,36.979752,-0.394821,1014,3,1,1464424016,1483232336,0,NYERI,Nyeri Central Sub County,Kiganjo/mathari Ward
GSM,639,2,2158,3031,0,36.855698,-0.214233,1567,2,1,1464424018,1470809673,0,LAIKIPIA,Laikipia East Sub County,Tigithi Ward
GSM,639,2,2102,196,0,36.999207,-0.398254,1000,2,1,1464424014,1467469750,0,NYERI,Nyeri Central Sub County,Kiganjo/mathari Ward
GSM,639,2,2158,855,0,36.9944,-0.180931,6821,4,1,1464424018,1486886606,0,LAIKIPIA,Laikipia East Sub County,Tigithi Ward
GSM,639,2,2103,2064,0,36.634254,-0.078964,1260,4,1,1464424017,1473906102,0,LAIKIPIA,Laikipia East Sub County,Ngobit Ward
GSM,639,2,2103,2065,0,36.676254,-0.104141,1598,3,1,1464424017,1470809673,0,LAIKIPIA,Laikipia East Sub County,Ngobit Ward
GSM,639,2,2105,7742,0,36.75911,-0.145798,4660,3,1,1464424018,1488783713,0,NYERI,Kieni West Sub County,Mugunda Ward
GSM,639,2,5033,17166,0,36.103134,-0.290451,1000,2,1,1464424022,1479822672,0,Nakuru,Nakuru East  Sub County,Nakuru East Ward
