radio,mcc,net,area,cell,unit,lon,lat,range_,samples,changeable,created,updated,averagesig,county,subcounty,ward
GSM,639,2,5069,4775,0,34.684524536133,0.26710510253906,1000,1,1,1458832681,1443447254,0,Kakamega,Lurambi Sub County,Butsotso Central Ward
GSM,639,2,5070,5215,0,34.753564,0.284708,1000,11,1,1458832682,1490279315,0,Kakamega,Lurambi Sub County,Sheywe Ward
GSM,639,2,5070,1870,0,34.740555,0.278915,1000,5,1,1458832682,1489747747,0,Kakamega,Lurambi Sub County,Shirere Ward
GSM,639,2,5070,2241,0,34.753342,0.281296,1000,9,1,1458832682,1490279233,0,Kakamega,Lurambi Sub County,Sheywe Ward
GSM,639,2,5070,2242,0,34.733826,0.280014,1000,10,1,1458832682,1490279192,0,Kakamega,Lurambi Sub County,Sheywe Ward
GSM,639,2,5069,4771,0,34.687271118164,0.27122497558594,1000,1,1,1458832681,1443447254,0,Kakamega,Lurambi Sub County,Butsotso Central Ward
GSM,639,2,5070,3614,0,34.768295288086,0.30281066894531,1000,1,1,1458832682,1447121408,0,Kakamega,Lurambi Sub County,Sheywe Ward
GSM,639,2,5050,12312,0,35.502457,0.095993,1000,5,1,1458832674,1479931935,0,Uasin Gishu,Kesses Sub County,Tarakwa Ward
GSM,639,2,5050,12641,0,35.468674,0.123459,1601,5,1,1458832674,1479931935,0,Uasin Gishu,Kesses Sub County,Tarakwa Ward
GSM,639,2,5048,9260,0,35.890961,0.22934,1000,2,1,1458832673,1467275395,0,BARINGO,Mogotio Sub County,Emining Ward
GSM,639,2,5049,9504,0,35.508499145508,0.72303771972656,1000,1,1,1458832673,1458014978,0,ELGEYO-MARAKWET,Keiyo North Sub County,Kapchemutwa Ward
GSM,639,2,5049,11194,0,35.508499145508,0.67359924316406,1000,1,1,1458832673,1457364117,0,ELGEYO-MARAKWET,Keiyo North Sub County,Kapchemutwa Ward
GSM,639,2,5050,18346,0,35.422668,0.167542,1318,2,1,1458832674,1469151209,0,Uasin Gishu,Kesses Sub County,Tarakwa Ward
GSM,639,2,5049,10501,0,35.69458,0.6633,1000,2,1,1458832673,1470911505,0,BARINGO,Baringo North Sub County,Barwessa Ward
GSM,639,2,5049,9711,0,35.478286743164,0.63926696777344,1000,1,1,1458832673,1444611402,0,ELGEYO-MARAKWET,Keiyo North Sub County,Kamariny Ward
GSM,639,2,5049,8456,0,35.505752563477,0.66398620605469,1000,1,1,1458832673,1456362815,0,ELGEYO-MARAKWET,Keiyo North Sub County,Kapchemutwa Ward
GSM,639,2,5049,8620,0,35.68634,0.6633,1000,2,1,1458832673,1470911505,0,BARINGO,Baringo North Sub County,Barwessa Ward
GSM,639,2,5051,12385,0,35.271835,-0.795364,1630,3,1,1458832674,1464560421,0,Bomet,Chepalungu Sub County,Nyangores Ward
GSM,639,2,5048,17961,0,35.821609,0.092011,2552,2,1,1458832673,1459746009,0,BARINGO,Koibatek Sub County,Lembus/Perkerra Ward
GSM,639,2,5049,8634,0,35.500259399414,0.84663391113281,1000,1,1,1458832673,1445472970,0,ELGEYO-MARAKWET,Keiyo North Sub County,Kapchemutwa Ward
GSM,639,2,5050,12635,0,35.544204711914,0.0075531005859375,1000,2,1,1458832674,1480158321,0,BARINGO,Koibatek Sub County,Mumberes/Maji Mazuri Ward
GSM,639,2,5050,9111,0,35.513077,0.105515,1000,3,1,1458832674,1474937693,0,Uasin Gishu,Kesses Sub County,Tarakwa Ward
GSM,639,2,5049,8856,0,35.478286743164,0.63926696777344,1000,1,1,1458832673,1444611402,0,ELGEYO-MARAKWET,Keiyo North Sub County,Kamariny Ward
GSM,639,2,5048,10521,0,35.621109008789,0.39207458496094,1000,1,1,1458832673,1428631954,0,ELGEYO-MARAKWET,Keiyo South Sub County,Soy North Ward
GSM,639,2,5050,18341,0,35.461349,0.168228,1000,3,1,1458832674,1469151214,0,Uasin Gishu,Kesses Sub County,Tarakwa Ward
GSM,639,2,5049,10810,0,35.387649536133,0.65437316894531,1000,1,1,1458832673,1457939063,0,Uasin Gishu,Moiben Sub County,Sergoit Ward
GSM,639,2,5052,14142,0,35.04158,-0.700378,1000,2,1,1458832675,1460555133,0,Nyamira,Borabu Sub County,Mekenene Ward
GSM,639,2,5052,13275,0,35.435371,-0.950317,3184,4,1,1458832675,1488082916,0,Narok,Narok West Sub County,Ilmotiook Ward
GSM,639,2,5053,13335,0,35.179598,-0.631716,17143,2,1,1458832675,1484043539,0,KERICHO,Bureti Sub County,Kapkatet Ward
GSM,639,2,5052,13270,0,35.467644,-0.97641,1303,4,1,1458832675,1488082916,0,Narok,Narok West Sub County,Ilmotiook Ward
GSM,639,2,5051,13901,0,35.314522,-0.779343,1000,4,1,1458832675,1487253990,0,Bomet,Chepalungu Sub County,Nyangores Ward
GSM,639,2,5051,13684,0,35.445328,-0.797882,1000,2,1,1458832675,1472533877,0,Bomet,Bomet East Sub County,Kembu Ward
GSM,639,2,5051,13681,0,35.405228,-0.829056,1893,5,1,1458832675,1488082916,0,Bomet,Bomet East Sub County,Kembu Ward
GSM,639,2,5052,15196,0,35.410538,-0.907516,2335,3,1,1458832675,1488082916,0,Bomet,Bomet East Sub County,Kipreres  Ward
GSM,639,2,5052,13700,0,35.418777,-0.924912,3065,3,1,1458832675,1488082916,0,Bomet,Bomet East Sub County,Kipreres  Ward
GSM,639,2,5052,13285,0,35.341644,-0.824661,1000,2,1,1458832675,1479969494,0,Bomet,Chepalungu Sub County,Nyangores Ward
GSM,639,2,5051,14152,0,35.139083862305,-0.72578430175781,1000,1,1,1458832675,1458135580,0,Bomet,Sotik Sub County,Chemagel Ward
GSM,639,2,5052,13271,0,35.437088,-0.956154,1269,4,1,1458832675,1488082916,0,Narok,Narok West Sub County,Ilmotiook Ward
GSM,639,2,5051,13685,0,35.362381,-0.82164,1000,5,1,1458832675,1464560462,0,Bomet,Bomet East Sub County,Longisa Ward
GSM,639,2,5051,12394,0,35.329285,-0.780716,1000,2,1,1458832675,1475914945,0,Bomet,Chepalungu Sub County,Nyangores Ward
GSM,639,2,5055,12432,0,35.267781,-0.379126,1448,7,1,1458832676,1490773251,0,KERICHO,Ainamoi Sub County,Kipchebor Ward
GSM,639,2,5053,15180,0,35.20546,-0.552292,1000,3,1,1458832676,1491016783,0,KERICHO,Bureti Sub County,Chemosot Ward
GSM,639,2,5054,14102,0,35.350570678711,-0.20256042480469,1000,1,1,1458832676,1434324843,0,KERICHO,Kipkelion West Sub County,Chilchila Ward
GSM,639,2,5054,14342,0,35.474854,-0.250626,1000,2,1,1458832676,1461642202,0,KERICHO,Kipkelion East Sub County,Chepseon Ward
GSM,639,2,5054,16440,0,35.592269897461,-0.44288635253906,1000,1,1,1458832676,1448730950,0,Nakuru,Kuresoi South  Sub County,Tinet Ward
GSM,639,2,5053,15182,0,35.184059,-0.584335,1000,4,1,1458832676,1491016783,0,KERICHO,Bureti Sub County,Litein Ward
GSM,639,2,5054,12692,0,35.416488647461,-0.19844055175781,1000,1,1,1458832676,1445674028,0,KERICHO,Kipkelion West Sub County,Kipkelion Ward
GSM,639,2,5053,13981,0,35.196762084961,-0.58982849121094,1000,1,1,1458832675,1454541868,0,KERICHO,Bureti Sub County,Kapkatet Ward
GSM,639,2,5055,13720,0,35.323104858398,-0.19844055175781,1000,1,1,1458832676,1434324828,0,Kisumu,Muhoroni Sub County,Muhoroni Koru Ward
GSM,639,2,5054,14380,0,35.555878,-0.048752,1000,2,1,1458832676,1464772472,0,KERICHO,Kipkelion East Sub County,Tendeno/sorget Ward
GSM,639,2,5054,16446,0,35.590896606445,-0.44288635253906,1000,1,1,1458832676,1436354889,0,Nakuru,Kuresoi South  Sub County,Tinet Ward
GSM,639,2,5055,12290,0,35.307998657227,-0.38658142089844,1000,1,1,1458832676,1453114308,0,KERICHO,Belgut Sub County,Chaik Ward
GSM,639,2,5056,10692,0,35.097885131836,-0.51567077636719,1000,1,1,1458832677,1436843788,0,KERICHO,Bureti Sub County,Tebesonik Ward
GSM,639,2,5055,14091,0,35.203628540039,-0.30006408691406,1000,1,1,1458832677,1450839271,0,KERICHO,Ainamoi Sub County,Kapsoit Ward
GSM,639,2,5056,10694,0,35.099258422852,-0.52528381347656,1000,1,1,1458832677,1454541868,0,KERICHO,Bureti Sub County,Tebesonik Ward
GSM,639,2,5056,14080,0,35.136337280273,-0.43876647949219,1000,11,1,1458832677,1479619193,0,KERICHO,Belgut Sub County,Kabianga Ward
GSM,639,2,5056,10696,0,35.097885131836,-0.52803039550781,1000,1,1,1458832677,1454541840,0,KERICHO,Bureti Sub County,Tebesonik Ward
GSM,639,2,5056,12330,0,35.125676,-0.456945,1000,38,1,1458832677,1491265750,0,KERICHO,Belgut Sub County,Kabianga Ward
GSM,639,2,5055,13831,0,35.28190612793,-0.37010192871094,1000,3,1,1458832676,1462278626,0,KERICHO,Ainamoi Sub County,Kipchebor Ward
GSM,639,2,5056,15001,0,35.095138549805,-0.52940368652344,1000,1,1,1458832677,1454541840,0,KERICHO,Bureti Sub County,Tebesonik Ward
GSM,639,2,5055,18106,0,35.187149047852,-0.30967712402344,1000,1,1,1458832677,1456881850,0,KERICHO,Ainamoi Sub County,Kapsoit Ward
GSM,639,2,5061,12650,0,35.196762084961,0.039138793945312,1000,1,1,1458832678,1449059372,0,NANDI,Nandi East Sub County,Kapsimotwo Ward
GSM,639,2,5061,5490,0,35.15625,-0.2108,1000,2,1,1458832678,1491229298,0,KERICHO,Sigowet/Soin Sub County,Soin Ward
GSM,639,2,5061,1505,0,35.155563354492,-0.23414611816406,1000,1,1,1458832678,1451375638,0,KERICHO,Sigowet/Soin Sub County,Soin Ward
GSM,639,2,5061,14375,0,35.086899,-0.468979,2591,2,1,1458832678,1465455391,0,KERICHO,Belgut Sub County,Kabianga Ward
GSM,639,2,5061,40,0,35.20637512207,0.010299682617188,1000,1,1,1458832678,1448889165,0,NANDI,Tinderet Sub County,Songhor/Soba Ward
GSM,639,2,5061,5496,0,35.153091,-0.211349,1000,5,1,1458832678,1471865665,0,KERICHO,Sigowet/Soin Sub County,Soin Ward
GSM,639,2,5061,12280,0,35.163116,-0.285988,1262,4,1,1458832678,1469955451,0,KERICHO,Sigowet/Soin Sub County,Soliat Ward
GSM,639,2,5062,5464,0,34.998093,-0.294342,3645,6,1,1458832678,1476688868,0,Kisumu,Nyakach Sub County,North Nyakach Ward
GSM,639,2,5061,175,0,35.091018676758,-0.18333435058594,1000,1,1,1458832678,1448765696,0,Kisumu,Nyando Sub County,Awasi/onjiko Ward
GSM,639,2,5061,171,0,35.060806274414,-0.15449523925781,1000,1,1,1458832678,1442815340,0,Kisumu,Nyando Sub County,Awasi/onjiko Ward
GSM,639,2,5061,6536,0,35.16037,-0.283585,1000,2,1,1458832678,1467082976,0,KERICHO,Sigowet/Soin Sub County,Soliat Ward
GSM,639,2,5061,1502,0,35.053596,-0.089607,3632,4,1,1458832678,1482845592,0,Kisumu,Muhoroni Sub County,Miwani Ward
GSM,639,2,5056,16241,0,35.201569,-0.468292,1000,2,1,1458832677,1464514542,0,KERICHO,Belgut Sub County,Chaik Ward
GSM,639,2,5061,60,0,35.167465,-0.143509,3389,3,1,1458832678,1491229298,0,Kisumu,Muhoroni Sub County,Muhoroni Koru Ward
GSM,639,2,5062,2784,0,35.031967163086,-0.030899047851562,1000,1,1,1458832678,1449842977,0,NANDI,Tinderet Sub County,Chemelil/chemase Ward
GSM,639,2,5062,420,0,34.981499,-0.275345,2213,4,1,1458832678,1462023413,0,Kisumu,Nyakach Sub County,North Nyakach Ward
GSM,639,2,5061,12680,0,35.303879,-0.20668,1000,2,1,1458832678,1471865660,0,Kisumu,Muhoroni Sub County,Muhoroni Koru Ward
GSM,639,2,5061,14374,0,35.15007,-0.228653,9163,2,1,1458832678,1463241495,0,KERICHO,Sigowet/Soin Sub County,Soin Ward
GSM,639,2,5063,16096,0,34.793014526367,-0.072097778320312,1000,1,1,1458832679,1452486241,0,Kisumu,Kisumu East Sub County,Kolwa Central Ward
GSM,639,2,5064,3031,0,34.750443,-0.10025,1000,2,1,1458832679,1488861620,0,Kisumu,Kisumu Central Sub County,Railways Ward
GSM,639,2,5063,3215,0,34.787521362305,-0.077590942382812,1000,1,1,1458832679,1444271979,0,Kisumu,Kisumu Central Sub County,Migosi Ward
GSM,639,2,5062,12701,0,35.007935,-0.20565,6685,4,1,1458832678,1463824002,0,Kisumu,Nyando Sub County,East Kano/wawidhi Ward
GSM,639,2,5064,160,0,34.751816,-0.112267,1000,4,1,1458832679,1492292008,0,Kisumu,Kisumu Central Sub County,Market Milimani Ward
GSM,639,2,5063,5886,0,34.793701,-0.127716,1000,2,1,1458832679,1480682666,0,Kisumu,Kisumu East Sub County,Kolwa Central Ward
GSM,639,2,5064,3004,0,34.751816,-0.102654,1000,4,1,1458832679,1488861620,0,Kisumu,Kisumu Central Sub County,Market Milimani Ward
GSM,639,2,5062,5466,0,35.005188,-0.340576,1300,2,1,1458832678,1461220201,0,Kisumu,Nyakach Sub County,South East Nyakach Ward
GSM,639,2,5064,3005,0,34.75914,-0.094986,2344,3,1,1458832679,1489641261,0,Kisumu,Kisumu Central Sub County,Market Milimani Ward
GSM,639,2,5064,165,0,34.796136,-0.142635,10119,11,1,1458832679,1492292008,0,Kisumu,Kisumu East Sub County,Kolwa East Ward
GSM,639,2,5063,5881,0,34.934189,-0.250076,8841,5,1,1458832679,1489487087,0,Kisumu,Nyakach Sub County,North Nyakach Ward
GSM,639,2,5064,2845,0,34.703750610352,-0.074844360351562,1000,1,1,1458832679,1439122760,0,Kisumu,Kisumu West Sub County,Central Kisumu Ward
GSM,639,2,5064,124,0,34.703750610352,-0.074844360351562,1000,1,1,1458832679,1439122760,0,Kisumu,Kisumu West Sub County,Central Kisumu Ward
GSM,639,2,5063,325,0,34.811172,-0.133743,2618,9,1,1458832679,1490349716,0,Kisumu,Kisumu East Sub County,Kolwa East Ward
GSM,639,2,5064,3035,0,34.749069213867,-0.099563598632812,1000,2,1,1458832679,1488861620,0,Kisumu,Kisumu Central Sub County,Railways Ward
GSM,639,2,5063,2931,0,34.824600219727,-0.070724487304688,1000,1,1,1458832679,1447255355,0,Kisumu,Kisumu East Sub County,Kolwa East Ward
GSM,639,2,5063,5871,0,34.949569702148,-0.25199890136719,1000,1,1,1458832679,1451881780,0,Kisumu,Nyakach Sub County,North Nyakach Ward
GSM,639,2,5064,3034,0,34.752846,-0.089607,1000,4,1,1458832679,1475472340,0,Kisumu,Kisumu Central Sub County,Railways Ward
GSM,639,2,5064,3125,0,34.767197,-0.11055,1344,5,1,1458832679,1468568938,0,Kisumu,Kisumu Central Sub County,Market Milimani Ward
GSM,639,2,5065,540,0,34.790267944336,-0.052871704101562,1000,1,1,1458832680,1453874542,0,Kisumu,Kisumu East Sub County,Kajulu Ward
GSM,639,2,5065,2804,0,34.76692199707,-0.091323852539062,1000,3,1,1458832680,1477737644,0,Kisumu,Kisumu Central Sub County,Shauri Moyo Kaloleni Ward
GSM,639,2,5064,5059,0,34.751815795898,-0.10643005371094,1000,1,1,1458832680,1446200586,0,Kisumu,Kisumu Central Sub County,Market Milimani Ward
GSM,639,2,5065,275,0,34.778824,-0.108719,1031,3,1,1458832680,1487302251,0,Kisumu,Kisumu East Sub County,Manyatta B Ward
GSM,639,2,5066,866,0,34.562759,0.144424,1851,3,1,1458832680,1464328054,0,Kakamega,Khwisero Sub County,Kisa Central Ward
GSM,639,2,5066,755,0,34.765091,0.108261,1951,3,1,1458832680,1479682914,0,Vihiga,Sabatia Sub County,North Maragoli Ward
GSM,639,2,5064,5053,0,34.751358,-0.107346,1000,3,1,1458832679,1463485624,0,Kisumu,Kisumu Central Sub County,Market Milimani Ward
GSM,639,2,5065,3156,0,34.759026,-0.091667,1000,12,1,1458832680,1467812002,0,Kisumu,Kisumu Central Sub County,Railways Ward
GSM,639,2,5065,251,0,34.753952,-0.087662,1000,9,1,1458832680,1482056513,0,Kisumu,Kisumu Central Sub County,Railways Ward
GSM,639,2,5066,756,0,34.72847,0.11261,1000,2,1,1458832680,1473299262,0,Vihiga,Sabatia Sub County,Chavakali Ward
GSM,639,2,5065,250,0,34.782852,-0.069626,3763,5,1,1458832680,1489789489,0,Kisumu,Kisumu East Sub County,Kajulu Ward
GSM,639,2,5065,3190,0,34.790267944336,-0.052871704101562,1000,1,1,1458832680,1453874542,0,Kisumu,Kisumu East Sub County,Kajulu Ward
GSM,639,2,5065,4165,0,34.771591,-0.089401,1000,5,1,1458832680,1472172677,0,Kisumu,Kisumu Central Sub County,Kondele Ward
GSM,639,2,5066,842,0,34.720779,0.073746,1193,5,1,1458832680,1488861626,0,Vihiga,Vihiga Sub County,Lugaga-wamuluma Ward
GSM,639,2,5064,4494,0,34.760742,-0.11673,1000,2,1,1458832679,1471582411,0,Kisumu,Kisumu East Sub County,Nyalenda A Ward
GSM,639,2,5065,270,0,34.767609,-0.098877,1000,2,1,1458832680,1463225345,0,Kisumu,Kisumu Central Sub County,Shauri Moyo Kaloleni Ward
GSM,639,2,5066,620,0,34.765548706055,0.12290954589844,1000,1,1,1458832680,1443767823,0,Vihiga,Sabatia Sub County,West Sabatia Ward
GSM,639,2,5065,3154,0,34.758682,-0.089722,1000,6,1,1458832680,1480904450,0,Kisumu,Kisumu Central Sub County,Railways Ward
GSM,639,2,5065,252,0,34.732246,-0.074844,1000,4,1,1458832680,1464177612,0,Kisumu,Kisumu West Sub County,Central Kisumu Ward
GSM,639,2,5069,825,0,34.499130249023,0.32203674316406,1000,1,1,1458832681,1446445382,0,Kakamega,Mumias West  Sub County,Mumias Central Ward
GSM,639,2,5068,916,0,34.776993,0.109634,1731,3,1,1458832681,1479682914,0,Vihiga,Sabatia Sub County,Wodanga Ward
GSM,639,2,5067,2520,0,34.554061889648,0.15861511230469,1000,1,1,1458832681,1443691677,0,Kakamega,Khwisero Sub County,Kisa Central Ward
GSM,639,2,5066,3902,0,34.692764282227,0.069351196289062,1000,1,1,1458832680,1438688167,0,Vihiga,Vihiga Sub County,Lugaga-wamuluma Ward
GSM,639,2,5069,951,0,34.492263793945,0.33988952636719,1000,1,1,1458832681,1443447212,0,Kakamega,Mumias West  Sub County,Mumias North Ward
GSM,639,2,5069,824,0,34.489517,0.341263,1000,2,1,1458832681,1479297556,0,Kakamega,Mumias West  Sub County,Mumias Central Ward
GSM,639,2,5066,2335,0,34.741745,0.127487,1038,3,1,1458832680,1488861626,0,Vihiga,Sabatia Sub County,West Sabatia Ward
GSM,639,2,5069,822,0,34.489517211914,0.33576965332031,1000,1,1,1458832681,1443447212,0,Kakamega,Mumias West  Sub County,Mumias Central Ward
GSM,639,2,5067,186,0,34.599518,-0.010712,1000,10,1,1458832680,1484901688,0,Kisumu,Kisumu West Sub County,North West Kisumu Ward
GSM,639,2,5066,2330,0,34.713364,0.260239,2336,2,1,1458832680,1472186865,0,Kakamega,Lurambi Sub County,Shirere Ward
GSM,639,2,5069,836,0,34.6241,0.290451,1000,2,1,1458832681,1472285564,0,Kakamega,Mumias East Sub County,Malaha Isongo Makunga Ward
GSM,639,2,5067,371,0,34.598988,0.011673,1000,7,1,1458832680,1483391100,0,Vihiga,Luanda Sub County,Emabungo Ward
GSM,639,2,5070,2210,0,34.764175415039,0.29319763183594,1000,2,1,1458832682,1474374852,0,Kakamega,Lurambi Sub County,Mahiakalo Ward
GSM,639,2,5069,2071,0,34.497756958008,0.23826599121094,1000,1,1,1458832681,1447234198,0,Kakamega,Butere Sub County,Marama Central Ward
GSM,639,2,5070,1875,0,34.748726,0.277061,1000,4,1,1458832682,1489747747,0,Kakamega,Lurambi Sub County,Sheywe Ward
GSM,639,2,5070,801,0,34.767609,0.223846,1000,2,1,1458832682,1460079258,0,Kakamega,Shinyalu Sub County,Isukha South Ward
GSM,639,2,5069,1984,0,34.504623,0.326843,1000,2,1,1458832681,1489421603,0,Kakamega,Mumias West  Sub County,Mumias North Ward
GSM,639,2,5070,551,0,34.758682250977,0.29457092285156,1000,1,1,1458832681,1446200559,0,Kakamega,Lurambi Sub County,Sheywe Ward
GSM,639,2,5070,3630,0,34.73258972168,0.27122497558594,1000,1,1,1458832682,1443447191,0,Kakamega,Lurambi Sub County,Shirere Ward
GSM,639,2,5070,2211,0,34.765548706055,0.28907775878906,1000,2,1,1458832682,1478580033,0,Kakamega,Lurambi Sub County,Mahiakalo Ward
GSM,639,2,5070,790,0,34.755478,0.268478,1000,3,1,1458832681,1488861626,0,Kakamega,Lurambi Sub County,Shirere Ward
GSM,639,2,5070,796,0,34.755936,0.266647,1000,3,1,1458832682,1488861626,0,Kakamega,Lurambi Sub County,Shirere Ward
GSM,639,2,5069,2072,0,34.496383666992,0.23689270019531,1000,1,1,1458832681,1447234198,0,Kakamega,Butere Sub County,Marama Central Ward
GSM,639,2,5070,812,0,34.755936,0.285988,1000,4,1,1458832682,1490279315,0,Kakamega,Lurambi Sub County,Mahiakalo Ward
GSM,639,2,5070,3611,0,34.764175415039,0.29457092285156,1000,3,1,1458832682,1481596862,0,Kakamega,Lurambi Sub County,Mahiakalo Ward
GSM,639,2,5069,1971,0,34.604873657227,0.30418395996094,1000,1,1,1458832681,1443447212,0,Kakamega,Mumias East Sub County,Malaha Isongo Makunga Ward
GSM,639,2,5067,185,0,34.60041,-0.028496,1769,4,1,1458832680,1492043859,0,Kisumu,Kisumu West Sub County,North West Kisumu Ward
GSM,639,2,5070,2245,0,34.750603,0.282934,1000,8,1,1458832682,1489747911,0,Kakamega,Lurambi Sub County,Sheywe Ward
GSM,639,2,5069,4770,0,34.669418334961,0.28221130371094,1000,1,1,1458832681,1443447203,0,Kakamega,Lurambi Sub County,Butsotso Central Ward
GSM,639,2,5070,2292,0,34.691390991211,0.27259826660156,1000,1,1,1458832682,1447234072,0,Kakamega,Lurambi Sub County,Butsotso Central Ward
GSM,639,2,5070,2212,0,34.761428833008,0.28907775878906,1000,8,1,1458832682,1490279315,0,Kakamega,Lurambi Sub County,Mahiakalo Ward
GSM,639,2,5069,1981,0,34.510116577148,0.32478332519531,1000,1,1,1458832681,1456139110,0,Kakamega,Mumias West  Sub County,Mumias North Ward
GSM,639,2,5069,1985,0,34.515609741211,0.31929016113281,1000,1,1,1458832681,1456139110,0,Kakamega,Mumias East Sub County,Lusheya Lubinu Ward
GSM,639,2,5070,2216,0,34.762802124023,0.29045104980469,1000,2,1,1458832682,1489582297,0,Kakamega,Lurambi Sub County,Mahiakalo Ward
GSM,639,2,5069,2074,0,34.516983032227,0.30555725097656,1000,1,1,1458832681,1446445382,0,Kakamega,Mumias East Sub County,Lusheya Lubinu Ward
GSM,639,2,5070,722,0,34.751423,0.27868,1000,7,1,1458832681,1490279192,0,Kakamega,Lurambi Sub County,Sheywe Ward
GSM,639,2,5070,2295,0,34.731216430664,0.27671813964844,1000,1,1,1458832682,1443447198,0,Kakamega,Lurambi Sub County,Sheywe Ward
GSM,639,2,5073,3405,0,34.138298,0.453186,1000,4,1,1458832684,1489421603,0,Busia,Teso South Sub County,Ang'orom Ward
GSM,639,2,5071,2112,0,34.758682250977,0.30281066894531,1000,1,1,1458832683,1446200586,0,Kakamega,Lurambi Sub County,Sheywe Ward
GSM,639,2,5071,2395,0,34.794387817383,0.33302307128906,1000,1,1,1458832683,1444605995,0,Kakamega,Shinyalu Sub County,Isukha North Ward
GSM,639,2,5073,5112,0,34.146194458008,0.40855407714844,1000,1,1,1458832684,1452472194,0,Busia,Matayos Sub County,Bukhayo West Ward
GSM,639,2,5074,70,0,34.203872680664,0.20668029785156,1000,1,1,1458832684,1451480557,0,Siaya,Ugenya Sub County,Ukwala Ward
GSM,639,2,5071,610,0,34.846161,0.38205,1024,10,1,1458832682,1480384456,0,Kakamega,Malava Sub County,South Kabras Ward
GSM,639,2,5073,3402,0,34.123535,0.450783,1000,4,1,1458832684,1490870328,0,Busia,Matayos Sub County,Burumba Ward
GSM,639,2,5071,2116,0,34.760055541992,0.30281066894531,1000,1,1,1458832683,1446200586,0,Kakamega,Lurambi Sub County,Sheywe Ward
GSM,639,2,5071,2110,0,34.758682250977,0.30281066894531,1000,1,1,1458832683,1445674047,0,Kakamega,Lurambi Sub County,Sheywe Ward
GSM,639,2,5071,5700,0,34.782028198242,0.31929016113281,1000,1,1,1458832683,1443447120,0,Kakamega,Lurambi Sub County,Sheywe Ward
GSM,639,2,5073,1194,0,34.102249,0.462505,1265,7,1,1458832684,1469322681,0,Busia,Matayos Sub County,Burumba Ward
GSM,639,2,5072,2420,0,34.455185,0.408096,2047,3,1,1458832684,1468162553,0,Kakamega,Matungu Sub County,Koyonzo Ward
GSM,639,2,5072,2421,0,34.468918,0.396881,1000,2,1,1458832684,1464772488,0,Kakamega,Matungu Sub County,Mayoni Ward
GSM,639,2,5076,5310,0,34.203872680664,0.20668029785156,1000,4,1,1458832685,1473754329,0,Siaya,Ugenya Sub County,Ukwala Ward
GSM,639,2,5075,4826,0,34.208817,-0.392624,14049,5,1,1458832685,1477376640,0,Homa Bay,Mbita Sub County,Rusinga Island Ward
GSM,639,2,5076,74,0,34.202843,0.20668,1000,4,1,1458832685,1473754329,0,Siaya,Ugenya Sub County,Ukwala Ward
GSM,639,2,5074,3114,0,34.440078735352,0.25199890136719,1000,1,1,1458832685,1439905405,0,Kakamega,Mumias West  Sub County,Etenje Ward
GSM,639,2,5074,5310,0,34.203872680664,0.20668029785156,1000,1,1,1458832685,1451480557,0,Siaya,Ugenya Sub County,Ukwala Ward
GSM,639,2,5075,704,0,34.275283813477,-0.098190307617188,1000,2,1,1458832685,1468194855,0,Siaya,Bondo Sub County,North Sakwa Ward
GSM,639,2,5076,4335,0,34.220352172852,-0.080337524414062,1000,1,1,1458832685,1440983131,0,Siaya,Bondo Sub County,West Sakwa Ward
GSM,639,2,5075,5764,0,34.224472045898,-0.083084106445312,1000,1,1,1458832685,1451857912,0,Siaya,Bondo Sub County,West Sakwa Ward
GSM,639,2,5074,3102,0,34.293823,0.171661,3779,2,1,1458832684,1473957339,0,Siaya,Ugunja Sub County,Ugunja Ward
GSM,639,2,5074,206,0,34.302063,0.144196,1000,2,1,1458832684,1463225422,0,Siaya,Alego Usonga Sub County,Central Alego Ward
GSM,639,2,5079,2040,0,34.554749,0.526657,1000,2,1,1458832686,1468162553,0,Bungoma,Kanduyi Sub County,Musikoma Ward
GSM,639,2,5077,3206,0,34.135208,-0.054245,1000,3,1,1458832686,1490298299,0,Siaya,Bondo Sub County,Yimbo East Ward
GSM,639,2,5077,3205,0,34.158554077148,-0.059738159179688,1000,2,1,1458832686,1490298299,0,Siaya,Bondo Sub County,Yimbo East Ward
GSM,639,2,5077,5321,0,34.118728637695,-0.015792846679688,1000,1,1,1458832686,1451857905,0,Siaya,Bondo Sub County,Yimbo East Ward
GSM,639,2,5077,2980,0,34.221725463867,-0.085830688476562,1000,1,1,1458832685,1443569957,0,Siaya,Bondo Sub County,West Sakwa Ward
GSM,639,2,5077,4831,0,34.044570922852,-0.047378540039062,1000,1,1,1458832686,1447026158,0,Siaya,Bondo Sub County,West Yimbo Ward
GSM,639,2,5078,6340,0,34.42543,-0.069809,1480,3,1,1458832686,1463225619,0,Siaya,Gem Sub County,South Gem Ward
GSM,639,2,5078,3085,0,34.384689,-0.073471,1323,3,1,1458832686,1468194814,0,Siaya,Rarieda Sub County,East Asembo Ward
GSM,639,2,5078,110,0,34.59114074707,-0.10093688964844,1000,1,1,1458832686,1445674049,0,Kisumu,Seme Sub County,East Seme Ward
GSM,639,2,5078,111,0,34.714736938477,-0.080337524414062,1000,1,1,1458832686,1445674049,0,Kisumu,Kisumu West Sub County,Central Kisumu Ward
GSM,639,2,5078,3086,0,34.364547729492,-0.077590942382812,1000,1,1,1458832686,1445674028,0,Siaya,Rarieda Sub County,East Asembo Ward
